country;central_bank;wikipedia_bank_url;source_type;source_label;wiki_name;cargo;name_source;start_year;end_year;row_data;resolved_row_data
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;Valeriya Hontareva;Governor;Name;2014;2017;{'No.': '10', 'Name': 'Valeriya Hontareva', 'Took office': '2014', 'Left office': '2017 On 11 May 2017 the bank installed deputy governor Yakiv Smoliy as acting governor.'};{'No.': '10', 'Name': 'Valeriya Hontareva', 'Took office': '2014', 'Left office': '2017 On 11 May 2017 the bank installed deputy governor Yakiv Smoliy as acting governor.'}
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;Yakiv Smoliy;Governor;Name;2018;2020;"{'No.': '11', 'Name': 'Yakiv Smoliy', 'Took office': '2018', 'Left office': ""2020 On 3 July 2020 First Deputy Governor Kateryna Rozhkova temporarily assumed Smoliy's duties.""}";"{'No.': '11', 'Name': 'Yakiv Smoliy', 'Took office': '2018', 'Left office': ""2020 On 3 July 2020 First Deputy Governor Kateryna Rozhkova temporarily assumed Smoliy's duties.""}"
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;Kyrylo Shevchenko;Governor;Name;2020;2022;{'No.': '12', 'Name': 'Kyrylo Shevchenko', 'Took office': '2020', 'Left office': 'Asked for his resignation on 4 October 2022. Dismissed by parliament two days later.'};{'No.': '12', 'Name': 'Kyrylo Shevchenko', 'Took office': '2020', 'Left office': 'Asked for his resignation on 4 October 2022. Dismissed by parliament two days later.'}
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;Andriy Pyshnyi;Governor;Name;2022;actual;{'No.': '13', 'Name': 'Andriy Pyshnyi', 'Took office': '2022', 'Left office': 'actual'};{'No.': '13', 'Name': 'Andriy Pyshnyi', 'Took office': '2022', 'Left office': 'actual'}
United Arab Emirates;Central Bank of the United Arab Emirates;https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates;wikitable;Governor Took office Left office Notes | Governors;Ronald Scott;Governor;Governor;1975;1977;{'Governor': 'Ronald Scott', 'Took office': '? - 1975', 'Left office': '1977', 'Notes': 'Director of the Currency Board'};{'Governor': 'Ronald Scott', 'Took office': '? - 1975', 'Left office': '1977', 'Notes': 'Director of the Currency Board'}
United Arab Emirates;Central Bank of the United Arab Emirates;https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates;wikitable;Governor Took office Left office Notes | Governors;Abdelmalik al-Hamar;Governor;Governor;1977;1980;{'Governor': 'Abdelmalik al-Hamar', 'Took office': '1977', 'Left office': '1980', 'Notes': 'Director of the Currency Board'};{'Governor': 'Abdelmalik al-Hamar', 'Took office': '1977', 'Left office': '1980', 'Notes': 'Director of the Currency Board'}
United Arab Emirates;Central Bank of the United Arab Emirates;https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates;wikitable;Governor Took office Left office Notes | Governors;Abdelmalik al-Hamar;Governor;Governor;1980;1991;{'Governor': 'Abdelmalik al-Hamar', 'Took office': '1980', 'Left office': '1991', 'Notes': 'First governor, Bahraini'};{'Governor': 'Abdelmalik al-Hamar', 'Took office': '1980', 'Left office': '1991', 'Notes': 'First governor, Bahraini'}
United Arab Emirates;Central Bank of the United Arab Emirates;https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates;wikitable;Governor Took office Left office Notes | Governors;Sultan bin Nasser al-Suwaidi;Governor;Governor;1991;2014;{'Governor': 'Sultan bin Nasser al-Suwaidi', 'Took office': 'December 1991', 'Left office': 'September 2014'};{'Governor': 'Sultan bin Nasser al-Suwaidi', 'Took office': 'December 1991', 'Left office': 'September 2014'}
United Arab Emirates;Central Bank of the United Arab Emirates;https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates;wikitable;Governor Took office Left office Notes | Governors;Mubarak Rashid al-Mansoori;Governor;Governor;2014;2020;{'Governor': 'Mubarak Rashid al-Mansoori', 'Took office': 'September 2014', 'Left office': '2020'};{'Governor': 'Mubarak Rashid al-Mansoori', 'Took office': 'September 2014', 'Left office': '2020'}
United Arab Emirates;Central Bank of the United Arab Emirates;https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates;wikitable;Governor Took office Left office Notes | Governors;Abdulhamid M. Saeed;Governor;Governor;2020;2021;{'Governor': 'Abdulhamid M. Saeed', 'Took office': 'April 2020', 'Left office': 'April 2021'};{'Governor': 'Abdulhamid M. Saeed', 'Took office': 'April 2020', 'Left office': 'April 2021'}
United Arab Emirates;Central Bank of the United Arab Emirates;https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates;wikitable;Governor Took office Left office Notes | Governors;Khaled Mohamed Balama;Governor;Governor;2021;;{'Governor': 'Khaled Mohamed Balama', 'Took office': 'April 2021'};{'Governor': 'Khaled Mohamed Balama', 'Took office': 'April 2021'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Samuel Gladstone;Governor;Name;1899;1901;{'Name': 'Samuel Gladstone', 'Period': '1899–1901'};{'Name': 'Samuel Gladstone', 'Period': '1899–1901'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Augustus Prevost;Governor;Name;1901;1903;{'Name': 'Augustus Prevost', 'Period': '1901–1903'};{'Name': 'Augustus Prevost', 'Period': '1901–1903'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Samuel Morley;Governor;Name;1903;1905;{'Name': 'Samuel Morley', 'Period': '1903–1905'};{'Name': 'Samuel Morley', 'Period': '1903–1905'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Alexander Wallace;Governor;Name;1905;1907;{'Name': 'Alexander Wallace', 'Period': '1905–1907'};{'Name': 'Alexander Wallace', 'Period': '1905–1907'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;William Campbell;Governor;Name;1907;1909;{'Name': 'William Campbell', 'Period': '1907–1909'};{'Name': 'William Campbell', 'Period': '1907–1909'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Reginald Eden Johnston;Governor;Name;1909;1911;{'Name': 'Reginald Eden Johnston', 'Period': '1909–1911'};{'Name': 'Reginald Eden Johnston', 'Period': '1909–1911'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Alfred Cole;Governor;Name;1911;1913;{'Name': 'Alfred Cole', 'Period': '1911–1913'};{'Name': 'Alfred Cole', 'Period': '1911–1913'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Walter Cunliffe;Governor;Name;1913;1918;{'Name': 'Walter Cunliffe', 'Period': '1913–1918'};{'Name': 'Walter Cunliffe', 'Period': '1913–1918'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Brien Cokayne;Governor;Name;1918;1920;{'Name': 'Brien Cokayne', 'Period': '1918–1920'};{'Name': 'Brien Cokayne', 'Period': '1918–1920'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Montagu Norman;Governor;Name;1920;1944;{'Name': 'Montagu Norman', 'Period': '1920–1944'};{'Name': 'Montagu Norman', 'Period': '1920–1944'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Thomas Catto;Governor;Name;1944;1949;{'Name': 'Thomas Catto', 'Period': '1944–1949'};{'Name': 'Thomas Catto', 'Period': '1944–1949'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Cameron Cobbold;Governor;Name;1949;1961;{'Name': 'Cameron Cobbold', 'Period': '1949–1961'};{'Name': 'Cameron Cobbold', 'Period': '1949–1961'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Rowland Baring (3rd Earl of Cromer);Governor;Name;1961;1966;{'Name': 'Rowland Baring (3rd Earl of Cromer)', 'Period': '1961–1966'};{'Name': 'Rowland Baring (3rd Earl of Cromer)', 'Period': '1961–1966'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Leslie O'Brien;Governor;Name;1966;1973;"{'Name': ""Leslie O'Brien"", 'Period': '1966–1973'}";"{'Name': ""Leslie O'Brien"", 'Period': '1966–1973'}"
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Gordon Richardson;Governor;Name;1973;1983;{'Name': 'Gordon Richardson', 'Period': '1973–1983'};{'Name': 'Gordon Richardson', 'Period': '1973–1983'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Robert Leigh-Pemberton;Governor;Name;1983;1993;{'Name': 'Robert Leigh-Pemberton', 'Period': '1983–1993'};{'Name': 'Robert Leigh-Pemberton', 'Period': '1983–1993'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Edward George;Governor;Name;1993;2003;{'Name': 'Edward George', 'Period': '1993–2003'};{'Name': 'Edward George', 'Period': '1993–2003'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Mervyn King;Governor;Name;2003;2013;{'Name': 'Mervyn King', 'Period': '2003–2013'};{'Name': 'Mervyn King', 'Period': '2003–2013'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Mark Carney;Governor;Name;2013;2020;{'Name': 'Mark Carney', 'Period': '2013–2020'};{'Name': 'Mark Carney', 'Period': '2013–2020'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;Andrew Bailey;Governor;Name;2020;Incumbent;{'Name': 'Andrew Bailey', 'Period': '2020–present'};{'Name': 'Andrew Bailey', 'Period': '2020–present'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;Susan M. Collins;President;President;;;{'District Number': '1', 'Letter': 'A', 'Federal Reserve Bank': 'Boston', 'Website': 'https://www.bostonfed.org', 'President': 'Susan M. Collins'};{'District Number': '1', 'Letter': 'A', 'Federal Reserve Bank': 'Boston', 'Website': 'https://www.bostonfed.org', 'President': 'Susan M. Collins'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;John C. Williams;President;President;;;{'District Number': '2', 'Letter': 'B', 'Federal Reserve Bank': 'New York City', 'Website': 'http://www.newyorkfed.org', 'President': 'John C. Williams'};{'District Number': '2', 'Letter': 'B', 'Federal Reserve Bank': 'New York City', 'Website': 'http://www.newyorkfed.org', 'President': 'John C. Williams'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;Patrick T. Harker;President;President;;;{'District Number': '3', 'Letter': 'C', 'Federal Reserve Bank': 'Philadelphia', 'Website': 'http://www.philadelphiafed.org', 'President': 'Patrick T. Harker'};{'District Number': '3', 'Letter': 'C', 'Federal Reserve Bank': 'Philadelphia', 'Website': 'http://www.philadelphiafed.org', 'President': 'Patrick T. Harker'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;Beth M. Hammack;President;President;;;{'District Number': '4', 'Letter': 'D', 'Federal Reserve Bank': 'Cleveland', 'Branches': 'Cincinnati, Ohio Pittsburgh, Pennsylvania', 'Website': 'http://www.clevelandfed.org', 'President': 'Beth M. Hammack'};{'District Number': '4', 'Letter': 'D', 'Federal Reserve Bank': 'Cleveland', 'Branches': 'Cincinnati, Ohio Pittsburgh, Pennsylvania', 'Website': 'http://www.clevelandfed.org', 'President': 'Beth M. Hammack'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;Thomas Barkin;President;President;;;{'District Number': '5', 'Letter': 'E', 'Federal Reserve Bank': 'Richmond', 'Branches': 'Baltimore, Maryland Charlotte, North Carolina', 'Website': 'http://www.richmondfed.org', 'President': 'Thomas Barkin'};{'District Number': '5', 'Letter': 'E', 'Federal Reserve Bank': 'Richmond', 'Branches': 'Baltimore, Maryland Charlotte, North Carolina', 'Website': 'http://www.richmondfed.org', 'President': 'Thomas Barkin'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;Raphael Bostic;President;President;;;{'District Number': '6', 'Letter': 'F', 'Federal Reserve Bank': 'Atlanta', 'Branches': 'Birmingham, Alabama Jacksonville, Florida Miami, Florida Nashville, Tennessee New Orleans, Louisiana', 'Website': 'http://www.atlantafed.org/', 'President': 'Raphael Bostic'};{'District Number': '6', 'Letter': 'F', 'Federal Reserve Bank': 'Atlanta', 'Branches': 'Birmingham, Alabama Jacksonville, Florida Miami, Florida Nashville, Tennessee New Orleans, Louisiana', 'Website': 'http://www.atlantafed.org/', 'President': 'Raphael Bostic'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;Austan Goolsbee;President;President;;;{'District Number': '7', 'Letter': 'G', 'Federal Reserve Bank': 'Chicago', 'Branches': 'Detroit, Michigan', 'Website': 'http://www.chicagofed.org', 'President': 'Austan Goolsbee'};{'District Number': '7', 'Letter': 'G', 'Federal Reserve Bank': 'Chicago', 'Branches': 'Detroit, Michigan', 'Website': 'http://www.chicagofed.org', 'President': 'Austan Goolsbee'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;James B. Bullard;President;President;;;{'District Number': '8', 'Letter': 'H', 'Federal Reserve Bank': 'St. Louis', 'Branches': 'Little Rock, Arkansas Louisville, Kentucky Memphis, Tennessee', 'Website': 'http://www.stlouisfed.org', 'President': 'James B. Bullard'};{'District Number': '8', 'Letter': 'H', 'Federal Reserve Bank': 'St. Louis', 'Branches': 'Little Rock, Arkansas Louisville, Kentucky Memphis, Tennessee', 'Website': 'http://www.stlouisfed.org', 'President': 'James B. Bullard'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;Neel Kashkari;President;President;;;{'District Number': '9', 'Letter': 'I', 'Federal Reserve Bank': 'Minneapolis', 'Branches': 'Helena, Montana', 'Website': 'https://www.minneapolisfed.org', 'President': 'Neel Kashkari'};{'District Number': '9', 'Letter': 'I', 'Federal Reserve Bank': 'Minneapolis', 'Branches': 'Helena, Montana', 'Website': 'https://www.minneapolisfed.org', 'President': 'Neel Kashkari'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;Jeffrey Schmid;President;President;;;{'District Number': '10', 'Letter': 'J', 'Federal Reserve Bank': 'Kansas City', 'Branches': 'Denver, Colorado Oklahoma City, Oklahoma Omaha, Nebraska', 'Website': 'http://www.kansascityfed.org', 'President': 'Jeffrey Schmid'};{'District Number': '10', 'Letter': 'J', 'Federal Reserve Bank': 'Kansas City', 'Branches': 'Denver, Colorado Oklahoma City, Oklahoma Omaha, Nebraska', 'Website': 'http://www.kansascityfed.org', 'President': 'Jeffrey Schmid'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;Lorie K. Logan;President;President;;;{'District Number': '11', 'Letter': 'K', 'Federal Reserve Bank': 'Dallas', 'Branches': 'El Paso, Texas Houston, Texas San Antonio, Texas', 'Website': 'http://www.dallasfed.org', 'President': 'Lorie K. Logan'};{'District Number': '11', 'Letter': 'K', 'Federal Reserve Bank': 'Dallas', 'Branches': 'El Paso, Texas Houston, Texas San Antonio, Texas', 'Website': 'http://www.dallasfed.org', 'President': 'Lorie K. Logan'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;Mary C. Daly;President;President;;;{'District Number': '12', 'Letter': 'L', 'Federal Reserve Bank': 'San Francisco', 'Branches': 'Los Angeles, California Portland, Oregon Salt Lake City, Utah Seattle, Washington', 'Website': 'http://www.frbsf.org', 'President': 'Mary C. Daly'};{'District Number': '12', 'Letter': 'L', 'Federal Reserve Bank': 'San Francisco', 'Branches': 'Los Angeles, California Portland, Oregon Salt Lake City, Utah Seattle, Washington', 'Website': 'http://www.frbsf.org', 'President': 'Mary C. Daly'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;Portrait Current governor Party Term start Term expires | List of members of the board of governors;Jerome Powell;Governor;Current governor;2018;2026;{'Current governor': 'Jerome Powell (Chair)', 'Party': 'Republican', 'Term start': 'February 5, 2018 (as chair) May 23, 2022 (reappointment)', 'Term expires': 'May 15, 2026 (as chair)'};{'Current governor': 'Jerome Powell (Chair)', 'Party': 'Republican', 'Term start': 'February 5, 2018 (as chair) May 23, 2022 (reappointment)', 'Term expires': 'May 15, 2026 (as chair)'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;Portrait Current governor Party Term start Term expires | List of members of the board of governors;Jerome Powell;Governor;Current governor;2012;2028;{'Current governor': 'Jerome Powell (Chair)', 'Party': 'Republican', 'Term start': 'May 25, 2012 (as governor) June 16, 2014 (reappointment)', 'Term expires': 'January 31, 2028 (as governor)'};{'Current governor': 'Jerome Powell (Chair)', 'Party': 'Republican', 'Term start': 'May 25, 2012 (as governor) June 16, 2014 (reappointment)', 'Term expires': 'January 31, 2028 (as governor)'}
